Name,Review,UpVotes,Rating,Date
Marish Raja,Its not using my phones default equalizer and sound enhancer automatically (redmi note 8 pro) everytime I have to disable and enable the equalizer for each song,3,4,"March 10, 2020"
Baz,"5 Stars if Developers fix touch screen ratio. Located bottom right side, disappeared last year. 😏",1,1,"March 11, 2020"
Dhanesh Dighe,Each time I leave vlc screen...subtitle stop working....had to close the app and start again... please fix,1,3,"March 11, 2020"
Nomka,"This has been the worst update. Improved UI, but crappy controls, they don't work at all",1,2,"March 13, 2020"
Abubakar Assaddeeque,There has to be both zoom in and out across playback screen and also advance P I P mode,,2,"April 27, 2020"
Marjorie Krueger,"Finally, a video player that can play from a local network folder! Thanks!",1,2,"March 30, 2020"
Balázs Csépány,Crashes immediately if installed on SD card.,1,5,"April 21, 2020"
Krishnendu Saha,Needs improvement unable to cast videos to google chrome cast.,,1,"April 17, 2020"
Tristan De Groot,"Perfect, easy to use and well made. Words cannot describe how good this app is. 5 stars.",6,1,"March 20, 2020"
Sənan Mahmudov,"There's no way to connect password protected FTP server, please fix it.",3,5,"March 29, 2020"
S Pendu Tech____,Good app for pc and Android video player i used in pc and in my phone but some bugs in android version so i hope you fix this thankyou,,5,"April 17, 2020"
Alex Voerman,Horrible with Chromecast. Pausing starts over from the beginning.,1,5,"March 22, 2020"
Jennifer Piuma,Works great most of time even if a glich usually pretty easy to troubleshoot.,2,1,"March 22, 2020"
Simon kishosha,I would like to tell you that your vcl App I Appreciate much but #1 thing missing here when you want to know how to close fed inorder to interfeair the song to another song?,2,4,"March 23, 2020"
MD.Jumman Jomadder,"Nice app but big size,,, please solved it. I love this application.",,5,"April 17, 2020"
Jerry Alter,"This app is best for viewing videos, both downloaded from YouTube and taken with a handycam.",1,5,"March 26, 2020"
Sauvik Paul,The sound is not coming when I'm stopping and replaying the player... Sir please solve the problem kindly.....,,5,"March 30, 2020"
Asish patro,"Please enhance the audio decoding quality (surround effects) ,clarity....",,1,"April 20, 2020"
YATINDRABHAI.J. RANABHATT,Always wonderful app . I wish it's perform with VR mode it is too better.,3,4,"March 11, 2020"
Gloria Favor,"Excellent app. Vlc men behind the scenes, you know your job and keep it up !",2,5,"March 16, 2020"
Toshi2546,Play video 4k HDR so bad and subtitle to stumble.,,5,"April 25, 2020"
Mohamed Ali,I like this app very much it has lots of functions eg you can increase audio to 200% and etc,2,2,"March 22, 2020"
Anurag Bhave,"Hey I can't navigate easily while videos playing, and folder and file details function isn't available.",3,5,"March 24, 2020"
Christopher Stewart,Video codec support is amazing but the layout feels outdated in a mobile deviced world.,1,3,"March 28, 2020"
Mudong Robert,"I just love this app, it's very accurate and gives video view at any Angel",,3,"March 31, 2020"
Sheliya Ramesh,"Unable to zoom(not very much zoom, zoomig on normal scale) as i want?",,5,"April 20, 2020"
Saeed Ur Rehman,Just loved it... Can't even imagine to play Audio Files without it...,,3,"April 12, 2020"
Bahadir Balcioglu,subtitles don't show up on Chromecast.. definitely needs to be fixed,1,5,"March 12, 2020"
Buddhadev Parua,"It's a superb app, all function is wisely put in properly but video loading is slow",,4,"March 28, 2020"
Entropy _,Sadly this player doesn't support dual subtitles. Had to switch to mx player. :(,,4,"March 30, 2020"
Abubakar Abdul-Wakil,This version keeps crashing on my phone. Previous versions were super,2,3,"March 28, 2020"
fred c,cannot list directory on sdcard. nokia 8. android 9. january patch.,,1,"April 10, 2020"
Gio To,"Vlc is just perfect as always, probably the only software that is always great and reliable",1,2,"March 23, 2020"
Clash Creative,"Can you guys make subtitles more good, i mean if I full screen video all subtitles not show properly, this app is awesome thanks",5,5,"March 20, 2020"
Ryno Le Grange,Hey guys. So i updated VLC this morning. Now it only crashes. Any link where i can find a previous version please? It worked *GREAT* till the update. PLEASE help?,,5,"March 31, 2020"
Dan Bringhurst,"Plays files others won't, but functionality is miniscule compared to the parent app.",,5,"April 5, 2020"
Mueed Ahmed,Overall good but my laptop sometimes gets hanged and unresponsive while using VLC,,3,"April 20, 2020"
Nigam,It works great but AVI files lag horribly and the audio is always out of sync.,1,4,"March 10, 2020"
G Dubs,This app is all ads it's useless do not bother to. I would give it zero stars but Google play will not let,1,5,"March 14, 2020"
Nathan Khwela,This app is the best because it makes your phone louder when you play music so i give it a 4 stare rate,3,1,"March 15, 2020"
Muhammad Rizky,"Hmm... This is good app, but i still confuse about hardware acceleration. Please add description about that. 😁",2,4,"March 23, 2020"
Neel Verma,"Nothing can beat VLC, minimalist design with straight job done no ads no drama",,5,"April 8, 2020"
Nguyen Phan Dung,Very good app but what's the point when you can't access your Windows 10 shared folder?,,5,"April 15, 2020"
Antony Charles,Good video clarity but sometimes video starts from the begining when we play again,1,1,"March 22, 2020"
Big Show,"Best app ever, even if video can't play on other app this one will do it Thanks 🤩",,3,"April 27, 2020"
Tomas Recman,Good support for server-based files and streaming to Chromecast.,1,5,"March 19, 2020"
Yury Das Neves,When i move the application fron my internal storage to external micro card memory the application stop working.my cell is lg fynnix old.check it out please.,,5,"March 30, 2020"
OGUE Saturnin,"very good, but there is not floating video.",,3,"April 4, 2020"
Mayank Patel,Not able to activate sub titles while casting on TV...,,5,"April 10, 2020"
Shravan Kumar,Now the app is amazing. Playlist can be created edited and can be internally sorted. This brings great feature...,2,3,"March 23, 2020"
Oisin Roth,Reliable media program which will play most any file you throw at it!,,5,"April 4, 2020"
Emmanuel Oluwafemi Ore-Ewi,Great app. Both audio and video player.,,5,"April 10, 2020"
Tiyani Khosa,It was working well suddenly the screen turned white or blank ...i tried to uninstall and install it but does same,2,4,"March 29, 2020"
Tim Mapa,I was using vlc in pc since beginning. but first time used in my mobile 🤗 What an amazing work team! Well done! The best player ever as always! 👍,,1,"April 14, 2020"
Naa Takyiwa,Breaks files into tooo many pieces of files and duplicates music ... Very annoying 😠,,5,"April 20, 2020"
Ahmed Deghedy,It didn't recognize snaptube downloaded audio and video. Please fix this,1,3,"March 21, 2020"
K Bramlett,The best MP4 & MP3 player for both my Android and my PC. Easy to navigate.,1,4,"March 30, 2020"
Pandia Rajan,It is come out of chromecast streaming while playing a video song within a minute,,5,"April 3, 2020"
abel owolabi,I'm unable to download subtitle to movies which is frustrating,1,2,"April 8, 2020"
B Santosh Kumar,Good experience with high quality videos,,2,"April 28, 2020"
DD D,Lame interface and malfunction prone.,,4,"April 28, 2020"
Petar Petrov,Wanted to load subs for an mp4 file. Completed with ease and I can even adjust the subs so they can match their unsyncing mouths 👄 😂 thank you VLC,,1,"March 30, 2020"
Rog Yyt,Very good for playing audio and video! Loved it!,,5,"April 1, 2020"
venkatesh s,Unable to access subtitle menu while minimising the app during video playback,,5,"April 9, 2020"
Luck kshetri,Every thing is fine but i couldn't find video share option thats why im going to uninstall it..,,3,"April 24, 2020"
johny mutauri,The new update is suffering from crashes when playing video files can you please fix this,,2,"March 17, 2020"
Peace Ezenobi,Would have rated more but i cant understand why my media files which i deleted over 6 months ago are still showing and i cant access my new media files because its not been parsed,1,2,"March 22, 2020"
Kingsley Osayande,It's my favorite video player app. It's simple and convenient to use.,,2,"April 4, 2020"
Nontle Nonny,Vlc is a great app but since I updated it it plays three songs and then stops I don't knw what to do because now I am thinking of deleting it because of what it is doing,,5,"April 4, 2020"
ANITESH PATI,All things are good but some time its screen doesnot rotate .,,3,"April 8, 2020"
mithu prince,In android 10 the screen didn't turn black when we cast tge screen plzz fix this the only prblm in android 10,,4,"April 20, 2020"
LAZY Man's VLOG,I just love the VLC. I use it on my PC too it's really great it🙂🙂🙂,,4,"April 20, 2020"
Ernest Mncube,Thus app is the best. So far haven't faced any hard challenges so i am rating 5⭐ for thus app Thanks,,5,"April 23, 2020"
Arunava Roy,Its a good media player... But sometimes getting subtitles is difficult,1,5,"March 21, 2020"
Ismug Ireson,Best video player I have found but the search could be so much better.,10,4,"April 4, 2020"
Kellie ke,Its cool ... It helps me view my videos even music easily ... Its easy to use,,4,"April 9, 2020"
ben Stacking,Use to be a real good player but now it just deletes my music at random for no reason.,,5,"April 15, 2020"
Mark Ferguson,The versatility of app for watching media is awesome!,,3,"April 30, 2020"
Stanley Fadhil,nice application for both music and video;though picture on picture video isn't available-doesn't play videos on pop up screen,,5,"March 12, 2020"
