,Name,Review,Label,UpVotes,Rating,Date,Keywords
373,Raphael Baron,"Absolutely the best app for playing videos as well as audio the sound output is quite good especially with the recent update only one glitch is that the app crashes once in a while for no reason hope the developer addresses this soon rather than later otherwise great job, definitely 5 stars from me","['Functional Complaint', 'Update Issue']",14.0,3.0,"January 3, 2020","['absolutely', 'app', 'playing videos', 'audio', 'sound output', 'good', 'recent update', 'glitch', 'app crashes', 'reason hope', 'developer addresses', 'great job', '5 stars']"
374,Davies Kendrick,Wont play more than 1 song without stopping no matter what I do. Desktop version is awesome. Android version is garbage. How dare you call this VLC. That name used to mean something.,['Functional Complaint'],15.0,2.0,"January 13, 2020","['wont play', '1 song', 'stopping', 'matter', 'desktop version', 'awesome', 'android version', 'garbage', 'dare', 'call', 'vlc']"
375,Chromatic Metallophone,Unable to Resume Video after minimising. Tried contacting the developers via e-mail but no 1 cared 🤷🏽‍♂,"['Functional Complaint', 'Update Issue']",,5.0,"February 2, 2020","['unable', 'resume video', 'minimising', 'contacting', 'developers', 'e-mail', '1 cared 🤷🏽\u200d♂']"
376,Chinmay Salaskar,"Gets stuck in Android Auto when playing a playlist which contains video as audio songs (actually it's not even a video just m4a container) which is really annoying and potentially dangerous when playing a playlist during driving, bc it doesn't respond. It also randomly deleted my playlists",['Functional Complaint'],,1.0,"February 14, 2020","['stuck', 'android auto', 'playing', 'playlist', 'video', 'audio songs', 'video', 'm4a container', 'annoying', 'potentially dangerous', 'playing', 'playlist', 'driving', 'bc', 'doesn', 'respond', 'randomly deleted', 'playlists']"
377,fsxelw,"I am using REALME 3 pro. Since last update, this app hangs 99% of the time. Don't know what the developers are thinking. They need to sort out the issues ASAP.",['Functional Complaint'],7.0,1.0,"December 11, 2019","['realme 3 pro', 'update', 'app hangs 99%', 'time', 'don', 'developers', 'thinking', 'sort', 'issues asap']"
378,Nikhil Jain,"Five stars isn't enough! A galaxy of stars would be more accurate. I've been using this player for many many years. Perhaps since it's infancy. It's amazing how intuitive it is. Screen cast, chrome cast you name it! Thank you.","['Functional Complaint', 'Update Issue']",4.0,1.0,"December 13, 2019","['stars isn', 'galaxy', 'stars', 'accurate', 've', 'player', 'years', 'infancy', 'amazing', 'intuitive', 'screen cast', 'chrome cast']"
379,Corey Pattison,"The best easy to use media player, almost supports every video format (reason I prefer this player over others). Giving 1 less star just to demand a new feature to insert subtitles directly from searching online (this feature is available in rival player).",['Update Issue'],14.0,1.0,"January 7, 2020","['easy', 'media player', 'supports', 'video format', 'reason', 'prefer', 'player', 'giving 1', 'star', 'demand', 'feature', 'insert subtitles directly', 'searching online', 'feature', 'rival player']"
380,Parikshit Soni,"What was once a reliable app is now garbage. The titles are now scrolling, making the titles illegible. No option to change it back. Great example of ego driven improvements that just succeed in breaking otherwise useable software.",['Functional Complaint'],23.0,5.0,"December 4, 2019","['reliable app', 'garbage', 'titles', 'scrolling', 'making', 'titles illegible', 'option', 'change', 'back', 'great', 'ego driven improvements', 'succeed', 'breaking', 'useable software']"
381,Rachel Coburn,Cannot Delete Videos in SD Card. SD card not detected. Sent you a video.,['Functional Complaint'],12.0,4.0,"December 6, 2019","['delete videos', 'sd card', 'sd card', 'detected', 'video']"
382,அறிவோம் ஆயிரம்,The one thing missing from this app is the ability to sort files by modified date. I really think that this would make the app perfect. The rationale is a lot of times and you have new files you want them at the top because that's what you want to WATCH.,"['Functional Complaint', 'Update Issue']",5.0,1.0,"February 8, 2020","['thing missing', 'app', 'ability', 'sort files', 'modified date', 'make', 'app perfect', 'rationale', 'lot', 'times', 'files', 'top', 'watch']"
383,Marc S,Would have given 5 stars if the subtitle function has not stopped working. Please repair the subtitle function. Otherwise it is the perfect app.,"['Functional Complaint', 'Update Issue']",9.0,3.0,"January 9, 2020","['5 stars', 'subtitle function', 'stopped working', 'repair', 'subtitle function', 'perfect app']"
384,Akanksha Sinha,Just that VLC can play rendered .mov video is a big plus!,['Functional Complaint'],,4.0,"January 27, 2020","['vlc', 'play rendered', 'mov video', 'big']"
385,Blame Handy Acc,"God damn, fix your subtitle downloader. Been waiting for its stability from such a long time. Just make it work smoothly.","['Functional Complaint', 'Update Issue']",1.0,3.0,"February 11, 2020","['god damn', 'fix', 'subtitle downloader', 'waiting', 'stability', 'long time', 'make', 'work smoothly']"
386,Sanket,"there is a bug on the new version. When the button bar is hidden for a few minutes, it will dissapear. pressing the screen won't make it pop up anymore. This problem doesn't occur if i enable double tap to seek.","['Functional Complaint', 'Update Issue']",,5.0,"February 11, 2020","['bug', 'version', 'button bar', 'hidden', 'minutes', 'dissapear', 'pressing', 'screen won', 'make', 'pop', 'anymore', 'problem doesn', 'occur', 'enable double tap', 'seek']"
387,Raditya Arga Putra,The interface is so hard to work with. It's a dice roll to see if I can successfully queue another song or start playing it and delete the play queue I've set up. The most recent update also wiped all of my playlists,['Functional Complaint'],8.0,1.0,"January 18, 2020","['interface', 'hard', 'work', 'dice roll', 'successfully queue', 'song', 'start playing', 'delete', 'play queue', 've set', 'recent update', 'wiped', 'playlists']"
388,Disappointment,The update sucks. Using vlc has become a nightmare. The backlight doesn't go off after a video and the resume playback option doesn't work anymore. I've got to go through lists of videos just to find what I was watching previously and continue,['Functional Complaint'],19.0,4.0,"December 6, 2019","['update sucks', 'vlc', 'nightmare', 'backlight doesn', 'video', 'resume playback option doesn', 'work anymore', 've', 'lists', 'videos', 'find', 'watching previously', 'continue']"
389,dave cee,Very entertaining app for watching movies and videos and also for playing music,"['Functional Complaint', 'Update Issue']",6.0,1.0,"December 10, 2019","['entertaining app', 'watching movies', 'videos', 'playing music']"
390,Gyan Bediako,Worst app after update .. it only scans all the time media .. it seems I'm using an app from 20 century 😂,['Functional Complaint'],,2.0,"February 14, 2020","['worst app', 'update', 'scans', 'time media', 'app', '20 century 😂']"
391,mohd daud,"It doesn't work that well... 😅 For example, many of the times I click on a file using the file manager, VLC does not start play anything at all, also after having chosen to open the file with VLC.",['Functional Complaint'],,5.0,"February 16, 2020","['doesn', 'work', '😅', 'times', 'click', 'file', 'file manager', 'vlc', 'start play', 'chosen', 'open', 'file', 'vlc']"
392,luca //,"Why the heck would the developers place previous, pause and next buttons right next to each other and leave so much space on either side. Many times I've skipped to the next song when all I wanted to do is pause play.","['Functional Complaint', 'Update Issue']",13.0,1.0,"January 3, 2020","['heck', 'developers place previous', 'pause', 'buttons', 'leave', 'space', 'side', 'times', 've skipped', 'song', 'wanted', 'pause play']"
393,Jack Jones,"I don't know what happen to vlc these past few updates the subtitles aren't showing, i've always did the tutorials on how to activate the subs but it doesn't shown on all of my videos i have downloaded. Please fix this the substitles in android.",['Functional Complaint'],12.0,2.0,"January 11, 2020","['don', 'happen', 'vlc', 'past', 'updates', 'subtitles aren', 'showing', 've', 'tutorials', 'activate', 'subs', 'doesn', 'shown', 'videos', 'downloaded', 'fix', 'substitles', 'android']"
394,nix arias,"I do like VLC but as an audio player it has an annoying bug that causes it to speed up and slow down during music playback. Not by much and maybe some people will never notice it, but it's quite conspicuous to me.","['Functional Complaint', 'Update Issue']",3.0,2.0,"December 17, 2019","['vlc', 'audio player', 'annoying bug', 'speed', 'slow', 'music playback', 'people', 'notice', 'conspicuous']"
395,Karl Churchill,This updated version is not cool at all. A lot of things i used to do have stopped working. My videos do not playback- one of the most annoying things that can ever happen,['Functional Complaint'],145.0,1.0,"November 29, 2019","['updated version', 'cool', 'lot', 'things', 'stopped working', 'videos', 'playback-', 'annoying things', 'happen']"
396,Gold Ewata,Feture request : When i chromecast a video. I cannot control the volume via vlc app. Please enable controlling volumne using hardware volumne buttons when chromecase session is active. Thanks. I love this app. This is the best media player app ever.,"['Functional Complaint', 'Update Issue']",3.0,3.0,"December 11, 2019","['feture request', 'chromecast', 'video', 'control', 'volume', 'vlc app', 'enable controlling volumne', 'hardware volumne buttons', 'chromecase session', 'active', 'love', 'app', 'media player app']"
397,suresh Bhardwaj,"Great, love it because no adds and no other extra useless content. Just serving it's purpose. I have observed an issue and that is Subtitles are not downloading. Please fix the issue in next update","['Functional Complaint', 'Update Issue']",12.0,3.0,"January 1, 2020","['great', 'love', 'adds', 'extra useless content', 'serving', 'purpose', 'observed', 'issue', 'subtitles', 'downloading', 'fix', 'issue', 'update']"
